"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 18 19:36:52 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","50","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","When I hover ""SUB SUB LIST »""","When I hover ""SUB SUB LIST »""",""
"passed","Fri Feb 18 19:36:29 MSK 2022","Fri Feb 18 19:36:29 MSK 2022","109","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","And I should see in new the window ""Gender Male""","And I should see in new the window ""Gender Male""",""
"passed","Fri Feb 18 19:36:28 MSK 2022","Fri Feb 18 19:36:29 MSK 2022","128","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","And I should see in new the window ""Student Email testing@mail.ru""","And I should see in new the window ""Student Email testing@mail.ru""",""
"passed","Fri Feb 18 19:36:29 MSK 2022","Fri Feb 18 19:36:29 MSK 2022","85","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","And I should see in new the window ""Picture Untitled.png""","And I should see in new the window ""Picture Untitled.png""",""
"passed","Fri Feb 18 19:36:22 MSK 2022","Fri Feb 18 19:36:24 MSK 2022","2253","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I select the date 1st October 1982 in ""Date of Birth""","When I select the date 1st October 1982 in ""Date of Birth""",""
"passed","Fri Feb 18 19:36:35 MSK 2022","Fri Feb 18 19:36:36 MSK 2022","815","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","When I click ""TOOLS QA"" label","When I click ""TOOLS QA"" label",""
"passed","Fri Feb 18 19:36:16 MSK 2022","Fri Feb 18 19:36:16 MSK 2022","3","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","",""
"passed","Fri Feb 18 19:36:48 MSK 2022","Fri Feb 18 19:36:48 MSK 2022","1","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 1. As a user, I can click ""Tabs"" button","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 1. As a user, I can click ""Tabs"" button","","",""
"passed","Fri Feb 18 19:36:30 MSK 2022","Fri Feb 18 19:36:30 MSK 2022","266","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 3. As a user, I can perform search on the Books page","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 3. As a user, I can perform search on the Books page","Then I should see as a search result following books","Then I should see as a search result following books",""
"passed","Fri Feb 18 19:36:28 MSK 2022","Fri Feb 18 19:36:29 MSK 2022","1254","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","Then I should see the ""Forms"" page opened","Then I should see the ""Forms"" page opened",""
"passed","Fri Feb 18 19:36:30 MSK 2022","Fri Feb 18 19:36:32 MSK 2022","1681","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","When I click Learning JavaScript Design Patterns link","When I click Learning JavaScript Design Patterns link",""
"passed","Fri Feb 18 19:36:13 MSK 2022","Fri Feb 18 19:36:13 MSK 2022","219","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","Then I should see button ""New Tab"" appeared","Then I should see button ""New Tab"" appeared",""
"passed","Fri Feb 18 19:36:16 MSK 2022","Fri Feb 18 19:36:17 MSK 2022","1052","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","And I fill Permanent Address field with ""Moskowskaja str. 206, app.1, Brest, Belarus, 224000""","And I fill Permanent Address field with ""Moskowskaja str. 206, app.1, Brest, Belarus, 224000""",""
"passed","Fri Feb 18 19:36:25 MSK 2022","Fri Feb 18 19:36:25 MSK 2022","65","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see ""Testing"" appeared in Subject field","Then I should see ""Testing"" appeared in Subject field",""
"passed","Fri Feb 18 19:36:17 MSK 2022","Fri Feb 18 19:36:17 MSK 2022","130","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","And I should see the button ""Large modal"" appeared","And I should see the button ""Large modal"" appeared",""
"passed","Fri Feb 18 19:36:24 MSK 2022","Fri Feb 18 19:36:24 MSK 2022","56","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see ""07 Oct 1982"" appeared in Date of Birth field","Then I should see ""07 Oct 1982"" appeared in Date of Birth field",""
"passed","Fri Feb 18 19:36:37 MSK 2022","Fri Feb 18 19:36:38 MSK 2022","133","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","Then I should see Robust Web Architecture with Node, HTML5, and Modern JS Libraries matches book's title","Then I should see Robust Web Architecture with Node, HTML5, and Modern JS Libraries matches book's title",""
"passed","Fri Feb 18 19:36:43 MSK 2022","Fri Feb 18 19:36:47 MSK 2022","4187","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","Given I am on ""Interactions"" module page with url ""https://demoqa.com/interaction""","Given I am on ""Interactions"" module page with url ""https://demoqa.com/interaction""",""
"passed","Fri Feb 18 19:36:52 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","11","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","Then I should see the same page ""https://demoqa.com/menu#""","Then I should see the same page ""https://demoqa.com/menu#""",""
"passed","Fri Feb 18 19:36:34 MSK 2022","Fri Feb 18 19:36:34 MSK 2022","696","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","When I click ""Book Store Application"" button","When I click ""Book Store Application"" button",""
"passed","Fri Feb 18 19:36:34 MSK 2022","Fri Feb 18 19:36:35 MSK 2022","703","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","Then I should see the ""Book Store Application"" page opened","Then I should see the ""Book Store Application"" page opened",""
"passed","Fri Feb 18 19:36:49 MSK 2022","Fri Feb 18 19:36:49 MSK 2022","45","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","Then I should see that ""Grid"" tab became active","Then I should see that ""Grid"" tab became active",""
"passed","Fri Feb 18 19:36:17 MSK 2022","Fri Feb 18 19:36:17 MSK 2022","117","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","And I should see under registration form ""Current Address "":""Test str. 1, app.7, Brest, Belarus, 224000""","And I should see under registration form ""Current Address "":""Test str. 1, app.7, Brest, Belarus, 224000""",""
"passed","Fri Feb 18 19:36:27 MSK 2022","Fri Feb 18 19:36:28 MSK 2022","461","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I choose ""Noida"" from Select City dropbox","When I choose ""Noida"" from Select City dropbox",""
"passed","Fri Feb 18 19:36:20 MSK 2022","Fri Feb 18 19:36:20 MSK 2022","84","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see ""testing@mail.ru"" appeared in Email field","Then I should see ""testing@mail.ru"" appeared in Email field",""
"passed","Fri Feb 18 19:36:28 MSK 2022","Fri Feb 18 19:36:28 MSK 2022","235","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see new window appeared with all information I've just filled in","Then I should see new window appeared with all information I've just filled in",""
"passed","Fri Feb 18 19:36:40 MSK 2022","Fri Feb 18 19:36:41 MSK 2022","1257","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","Then I should see book store with book items appeared","Then I should see book store with book items appeared",""
"passed","Fri Feb 18 19:36:13 MSK 2022","Fri Feb 18 19:36:14 MSK 2022","950","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","When I fill Full Name field with ""Ivan Ivanov""","When I fill Full Name field with ""Ivan Ivanov""",""
"passed","Fri Feb 18 19:36:16 MSK 2022","Fri Feb 18 19:36:16 MSK 2022","252","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","When I click ""New Window Message"" button","When I click ""New Window Message"" button",""
"passed","Fri Feb 18 19:36:52 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","92","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","When I click ""Main Item 1"" menu unit","When I click ""Main Item 1"" menu unit",""
"passed","Fri Feb 18 19:36:25 MSK 2022","Fri Feb 18 19:36:25 MSK 2022","1","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 2. As a user, I can click ""Buttons"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 2. As a user, I can click ""Buttons"" button","","",""
"passed","Fri Feb 18 19:36:34 MSK 2022","Fri Feb 18 19:36:35 MSK 2022","923","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","When I click Speaking JavaScript link","When I click Speaking JavaScript link",""
"passed","Fri Feb 18 19:36:12 MSK 2022","Fri Feb 18 19:36:21 MSK 2022","8686","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 2. As a user, I can check any book's ISBN matches pattern","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 2. As a user, I can check any book's ISBN matches pattern","When I click ""Git Pocket Guide"" book's title","When I click ""Git Pocket Guide"" book's title",""
"passed","Fri Feb 18 19:36:48 MSK 2022","Fri Feb 18 19:36:49 MSK 2022","1065","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","Then I should see What-tab text starting with ""Lorem Ipsum is simply dummy text""","Then I should see What-tab text starting with ""Lorem Ipsum is simply dummy text""",""
"passed","Fri Feb 18 19:36:41 MSK 2022","Fri Feb 18 19:36:41 MSK 2022","0","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","",""
"passed","Fri Feb 18 19:36:39 MSK 2022","Fri Feb 18 19:36:39 MSK 2022","768","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","When I click Eloquent JavaScript, Second Edition link","When I click Eloquent JavaScript, Second Edition link",""
"passed","Fri Feb 18 19:36:21 MSK 2022","Fri Feb 18 19:36:21 MSK 2022","0","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 2. As a user, I can check any book's ISBN matches pattern","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 2. As a user, I can check any book's ISBN matches pattern","","",""
"passed","Fri Feb 18 19:36:20 MSK 2022","Fri Feb 18 19:36:21 MSK 2022","497","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I click ""Male"" radio button","When I click ""Male"" radio button",""
"passed","Fri Feb 18 19:36:21 MSK 2022","Fri Feb 18 19:36:24 MSK 2022","2973","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 2. As a user, I can click ""Buttons"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 2. As a user, I can click ""Buttons"" button","When I double-click ""Double Click Me"" button","When I double-click ""Double Click Me"" button",""
"passed","Fri Feb 18 19:36:30 MSK 2022","Fri Feb 18 19:36:30 MSK 2022","2","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 3. As a user, I can perform search on the Books page","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 3. As a user, I can perform search on the Books page","","",""
"passed","Fri Feb 18 19:36:15 MSK 2022","Fri Feb 18 19:36:16 MSK 2022","183","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","And I should see text ""This is a sample page"" on the page","And I should see text ""This is a sample page"" on the page",""
"passed","Fri Feb 18 19:36:15 MSK 2022","Fri Feb 18 19:36:15 MSK 2022","383","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","Then I should see new browser window with page ""https://demoqa.com/sample"" opened","Then I should see new browser window with page ""https://demoqa.com/sample"" opened",""
"passed","Fri Feb 18 19:36:36 MSK 2022","Fri Feb 18 19:36:37 MSK 2022","687","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","Then I should see the start page reloded","Then I should see the start page reloded",""
"passed","Fri Feb 18 19:36:48 MSK 2022","Fri Feb 18 19:36:48 MSK 2022","27","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 1. As a user, I can click ""Tabs"" button","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 1. As a user, I can click ""Tabs"" button","Then I should see Tabs page with url ""https://demoqa.com/tabs""","Then I should see Tabs page with url ""https://demoqa.com/tabs""",""
"passed","Fri Feb 18 19:36:49 MSK 2022","Fri Feb 18 19:36:50 MSK 2022","135","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","When I click ""Origin"" tab","When I click ""Origin"" tab",""
"passed","Fri Feb 18 19:36:49 MSK 2022","Fri Feb 18 19:36:50 MSK 2022","133","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","When I drag the list item ""One"" and move it right to the end of list","When I drag the list item ""One"" and move it right to the end of list",""
"passed","Fri Feb 18 19:36:17 MSK 2022","Fri Feb 18 19:36:17 MSK 2022","211","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","When I click ""Small modal"" button","When I click ""Small modal"" button",""
"passed","Fri Feb 18 19:36:52 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","13","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","Then I should see ""https://demoqa.com/menu#"" page","Then I should see ""https://demoqa.com/menu#"" page",""
"passed","Fri Feb 18 19:36:13 MSK 2022","Fri Feb 18 19:36:14 MSK 2022","236","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 1. As a user, I can click ""Browser Windows"" button","And I should see button with name ""New Window"" appeared","And I should see button with name ""New Window"" appeared",""
"passed","Fri Feb 18 19:36:12 MSK 2022","Fri Feb 18 19:36:12 MSK 2022","109","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 1. As a user, I can click ""Book Store"" button","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 1. As a user, I can click ""Book Store"" button","Then I should see book store with book items appeared","Then I should see book store with book items appeared",""
"passed","Fri Feb 18 19:36:51 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","1023","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 2. As a user, I can check functionality of Tabs page","Then I should see Use-tab text starting with ""It is a long established fact""","Then I should see Use-tab text starting with ""It is a long established fact""",""
"passed","Fri Feb 18 19:36:29 MSK 2022","Fri Feb 18 19:36:29 MSK 2022","82","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","And I should see in new the window ""Mobile 0123456789""","And I should see in new the window ""Mobile 0123456789""",""
"passed","Fri Feb 18 19:36:33 MSK 2022","Fri Feb 18 19:36:34 MSK 2022","802","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","Then I should see the ""Interactions"" page opened","Then I should see the ""Interactions"" page opened",""
"passed","Fri Feb 18 19:36:30 MSK 2022","Fri Feb 18 19:36:30 MSK 2022","507","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see the window disappeared","Then I should see the window disappeared",""
"passed","Fri Feb 18 19:36:17 MSK 2022","Fri Feb 18 19:36:17 MSK 2022","76","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","","Testing and verifying of ""Browser Windows"" and ""Modal Dialogs"" modules on ""Alerts, Frame & Windows"" page: 2. As a user, I can click ""Modal Dialogs"" button","Then I should see modal window with title ""Small Modal""","Then I should see modal window with title ""Small Modal""",""
"passed","Fri Feb 18 19:36:52 MSK 2022","Fri Feb 18 19:36:52 MSK 2022","64","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","","Testing and verifying of ""Tabs"" and ""Menu"" modules on ""Widgets"" page: 4. As a user, I can check functionality of Menu page","When I hover ""Main Item 2"" menu unit","When I hover ""Main Item 2"" menu unit",""
"passed","Fri Feb 18 19:36:18 MSK 2022","Fri Feb 18 19:36:18 MSK 2022","250","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","Then I should see the ""Email"" field frame became red coloured","Then I should see the ""Email"" field frame became red coloured",""
"passed","Fri Feb 18 19:36:21 MSK 2022","Fri Feb 18 19:36:22 MSK 2022","667","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I fill Mobile field with ""0123456789""","When I fill Mobile field with ""0123456789""",""
"passed","Fri Feb 18 19:36:48 MSK 2022","Fri Feb 18 19:36:48 MSK 2022","1","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","","",""
"passed","Fri Feb 18 19:36:51 MSK 2022","Fri Feb 18 19:36:51 MSK 2022","1","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 3. As a user, I can check the functionality of ""Grid"" tab elements","","",""
"passed","Fri Feb 18 19:36:18 MSK 2022","Fri Feb 18 19:36:18 MSK 2022","340","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see the ""Student Registration form"" with fields to fill in","Then I should see the ""Student Registration form"" with fields to fill in",""
"passed","Fri Feb 18 19:36:37 MSK 2022","Fri Feb 18 19:36:37 MSK 2022","1","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","",""
"passed","Fri Feb 18 19:36:18 MSK 2022","Fri Feb 18 19:36:18 MSK 2022","1","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","Testing and verifying ""Text Box"" and ""Buttons"" of Element’s module: 1. As a user, I can click ""Text Box"" button","","",""
"passed","Fri Feb 18 19:36:36 MSK 2022","Fri Feb 18 19:36:37 MSK 2022","1188","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","","Testing and verifying of ""Book Store"" submodule of ""Book Store Application"" page: 4. As a user, I can check subtitle of every book in search result matches its title","When I click Programming JavaScript Applications link","When I click Programming JavaScript Applications link",""
"passed","Fri Feb 18 19:36:28 MSK 2022","Fri Feb 18 19:36:28 MSK 2022","281","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","","Testing and verifying main fuctualities of start page: 1. As a user, I can click any clicable item on start page and verify that is working","When I click ""Forms"" button","When I click ""Forms"" button",""
"passed","Fri Feb 18 19:36:30 MSK 2022","Fri Feb 18 19:36:30 MSK 2022","1","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","",""
"passed","Fri Feb 18 19:36:29 MSK 2022","Fri Feb 18 19:36:30 MSK 2022","361","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I click ""Close"" button","When I click ""Close"" button",""
"passed","Fri Feb 18 19:36:18 MSK 2022","Fri Feb 18 19:36:19 MSK 2022","662","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I fill First name field with ""Ivan""","When I fill First name field with ""Ivan""",""
"passed","Fri Feb 18 19:36:20 MSK 2022","Fri Feb 18 19:36:20 MSK 2022","568","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","When I fill Email's field with ""testing@mail.ru""","When I fill Email's field with ""testing@mail.ru""",""
"passed","Fri Feb 18 19:36:21 MSK 2022","Fri Feb 18 19:36:21 MSK 2022","124","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","","Testing and verifying of filling and submitting the form of ""Forms"" module: 1. As a user, I can correct fill and submit the form","Then I should see ""Male"" chechbox became active","Then I should see ""Male"" chechbox became active",""
"passed","Fri Feb 18 19:36:47 MSK 2022","Fri Feb 18 19:36:48 MSK 2022","430","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","","Testing and verifying of ""Sortable"" tab items in ""Interactions"" module: 1. As a user, I can click ""Sortable"" button","Then I should see ""Sortable"" submodule tabs with tab ""List"" as active","Then I should see ""Sortable"" submodule tabs with tab ""List"" as active",""
